#species   excess proportion of modular exons      excess proportion of short modular exons
angiostrongylus_costaricensis_prjeb494	0.092	-0.011
steinernema_carpocapsae_prjna202318	0.110	-0.012
meloidogyne_enterolobii_prjna340324	0.068	-0.013
globodera_pallida_prjeb123	0.076	-0.013
ditylenchus_destructor_prjna312427	0.055	-0.013
gongylonema_pulchrum_prjeb505	0.151	-0.015
schistosoma_mattheei_prjeb523	0.155	-0.019
meloidogyne_floridensis_prjeb6016	0.102	-0.021
schistosoma_rodhaini_prjeb526	0.120	-0.024
schistosoma_bovis_prjna451066	0.086	-0.024
meloidogyne_hapla_prjna29083	0.096	-0.026
schistosoma_curassoni_prjeb519	0.146	-0.031
echinococcus_canadensis_prjeb8992	0.128	-0.032
soboliphyme_baturini_prjeb516	0.077	-0.033
parascaris_equorum_prjeb514	0.100	-0.034
echinostoma_caproni_prjeb1207	0.123	-0.043
schistocephalus_solidus_prjeb527	0.109	-0.044
trichobilharzia_regenti_prjeb4662	0.143	-0.047
dibothriocephalus_latus_prjeb1206	0.150	-0.053
protopolystoma_xenopodis_prjeb1201	0.216	-0.056
schistosoma_margrebowiei_prjeb522	0.154	-0.074
spirometra_erinaceieuropaei_prjeb1202	0.227	-0.098
